site,tortid,sex,status,year,quarter,date,cohab_count,logistic_count,temperature,rainfall,local_tort_density,local_burrow_density,survey_rate
FI,6,M,NA,2010,1,2011-01-15,0,0,48.9,0.01,0,1,0.053266331658291456
FI,6,M,NA,2011,3,2011-08-18,0,0,89.1,0.6,0,1,0.18592964824120603
FI,6,M,NA,2013,3,2013-07-18,0,0,92.1,0.27,0,1,0.09359605911330049
FI,6,M,NA,2011,3,2011-08-11,0,0,89.1,0.6,0,1,0.1829145728643216
FI,6,M,NA,2011,2,2011-05-05,0,0,69.6,0.02,0,5,0.2442211055276382
FI,6,M,NA,2010,1,2011-02-14,0,0,48.9,0.32,0,1,0.034170854271356785
FI,6,M,NA,2012,1,2012-11-16,0,0,59.2,0.03,0,1,0.041604754829123326
FI,6,M,NA,2011,2,2011-06-24,0,0,81.1,0.0,0,1,0.12964824120603016
FI,6,M,NA,2011,3,2011-08-22,0,0,89.1,0.6,0,1,0.20402010050251257
FI,6,M,NA,2011,2,2011-04-01,0,0,64.6,0.0,0,1,0.16683417085427135
FI,6,M,NA,2012,3,2012-08-08,0,0,91.0,0.23,0,1,0.02674591381872214
FI,6,M,NA,2011,3,2011-08-08,0,0,89.1,0.6,0,1,0.14773869346733667
FI,6,M,NA,2011,2,2011-03-08,0,0,58.3,0.06,0,1,0.1527638190954774
FI,6,M,NA,2012,2,2012-06-14,0,0,84.2,0.0,0,1,0.01337295690936107
FI,6,M,NA,2012,1,2013-01-17,0,0,44.8,0.3,0,1,0.15763546798029557
FI,6,M,NA,2013,1,2013-12-17,0,0,47.3,0.11,0,1,0.18719211822660098
FI,6,M,NA,2013,2,2013-06-26,0,0,87.3,0.0,0,1,0.04926108374384237
FI,6,M,NA,2012,1,2012-11-30,0,0,59.2,0.03,0,1,0.0475482912332838
FI,6,M,NA,2013,2,2013-05-22,0,0,75.7,0.01,0,1,0.1921182266009852
FI,6,M,NA,2012,1,2012-12-17,0,0,48.4,0.44,0,1,0.0475482912332838
FI,6,M,NA,2012,3,2012-07-02,0,0,87.4,0.25,0,1,0.01188707280832095
FI,6,M,NA,2011,2,2011-06-20,0,0,81.1,0.0,0,1,0.21407035175879396
FI,6,M,NA,2013,3,2013-07-22,0,0,92.1,0.27,0,1,0.18226600985221675
FI,6,M,NA,2011,3,2011-08-25,0,0,89.1,0.6,0,1,0.20100502512562815
FI,6,M,NA,2011,3,2011-09-12,0,0,82.8,0.31,0,1,0.1487437185929648
FI,6,M,NA,2011,3,2011-09-01,0,0,82.8,0.31,0,1,0.19597989949748743
FI,6,M,NA,2011,3,2011-09-19,0,0,82.8,0.31,0,1,0.1708542713567839
FI,6,M,NA,2010,1,2011-02-24,0,0,48.9,0.32,0,1,0.07939698492462312
FI,6,M,NA,2011,3,2011-08-29,0,0,89.1,0.6,0,1,0.21407035175879396
FI,6,M,NA,2011,3,2011-09-08,0,0,82.8,0.31,0,1,0.19396984924623115
FI,6,M,NA,2011,3,2011-09-29,0,0,82.8,0.31,0,1,0.16984924623115577
FI,6,M,NA,2011,3,2011-08-04,0,0,89.1,0.6,0,1,0.1708542713567839
FI,6,M,NA,2013,3,2013-09-06,0,0,80.8,0.59,0,1,0.12807881773399016
FI,6,M,NA,2011,2,2011-04-21,0,0,64.6,0.0,0,2,0.23618090452261306
FI,6,M,NA,2013,2,2013-06-06,0,0,87.3,0.0,0,1,0.18719211822660098
FI,6,M,NA,2011,2,2011-03-11,0,0,58.3,0.06,0,1,0.11959798994974874
FI,6,M,NA,2011,2,2011-06-27,0,0,81.1,0.0,0,1,0.16884422110552763
FI,6,M,NA,2013,2,2013-05-08,0,0,75.7,0.01,0,1,0.18719211822660098
FI,6,M,NA,2012,3,2012-09-05,0,0,84.4,0.0,0,1,0.07578008915304606
FI,6,M,NA,2013,3,2013-08-06,0,0,86.7,1.12,0,1,0.1921182266009852
FI,6,M,NA,2012,3,2012-10-31,0,0,70.7,0.0,0,1,0.05200594353640416
FI,6,M,NA,2012,2,2012-06-13,0,0,84.2,0.0,0,1,0.03417533432392273
FI,6,M,NA,2012,3,2012-09-27,0,0,84.4,0.0,0,1,0.04903417533432392
FI,6,M,NA,2011,3,2011-09-26,0,0,82.8,0.31,0,1,0.15477386934673368
FI,6,M,NA,2012,1,2013-02-26,0,0,51.1,0.02,0,1,0.2857142857142857
FI,6,M,NA,2013,1,2013-11-20,0,0,56.5,1.76,0,1,0.1724137931034483
FI,6,M,NA,2013,1,2014-01-08,0,0,53.2,0.0,0,1,0.2761904761904762
FI,6,M,NA,2013,3,2013-09-26,0,0,80.8,0.59,0,1,0.27586206896551724
FI,6,M,NA,2010,1,2011-01-27,0,0,48.9,0.01,0,1,0.036180904522613064
FI,6,M,NA,2012,3,2012-10-25,0,0,70.7,0.0,0,1,0.02823179791976226
FI,6,M,NA,2012,3,2012-09-20,0,0,84.4,0.0,0,1,0.03417533432392273
FI,4156,M,T,2005,1,2005-11-29,0,0,58.5,0.0,0,1,0.05019305019305019
FI,4156,M,T,2005,1,2005-12-28,0,0,49.8,0.0,0,1,0.0694980694980695
FI,4156,M,T,2005,1,2006-02-15,0,0,53.6,0.0,0,1,0.04398148148148148
FI,4156,M,T,2005,1,2006-01-26,0,0,49.8,0.05,0,1,0.05555555555555555
FI,4156,M,T,2006,2,2006-06-14,0,0,87.6,0.0,0,1,0.08333333333333333
FI,4156,M,T,2006,2,2006-03-23,0,0,53.8,0.23,0,1,0.05324074074074074
FI,4156,M,T,2006,2,2006-05-24,0,0,77.7,0.0,0,1,0.05555555555555555
FI,3466,M,NA,2011,2,2011-06-21,0,0,81.1,0.0,1,2,0.11155778894472362
FI,3466,M,NA,2011,3,2011-08-30,0,0,89.1,0.6,0,2,0.13869346733668342
FI,3466,M,NA,2011,3,2011-09-16,0,0,82.8,0.31,0,2,0.08442211055276382
FI,3466,M,NA,2011,3,2011-09-09,0,0,82.8,0.31,0,2,0.08844221105527639
FI,3466,M,NA,2011,2,2011-04-05,0,0,64.6,0.0,0,1,0.16984924623115577
FI,3466,M,NA,2011,2,2011-03-25,0,0,58.3,0.06,0,1,0.12261306532663317
FI,3466,M,NA,2011,3,2011-08-16,0,0,89.1,0.6,0,2,0.17688442211055277
FI,3466,M,NA,2011,2,2011-06-24,0,0,81.1,0.0,1,2,0.12964824120603016
FI,3466,M,NA,2011,3,2011-09-30,0,0,82.8,0.31,0,1,0.12361809045226131
FI,3466,M,NA,2011,2,2011-04-01,0,0,64.6,0.0,0,1,0.16683417085427135
FI,3466,M,NA,2011,2,2011-04-22,0,0,64.6,0.0,0,1,0.12562814070351758
FI,3466,M,NA,2011,2,2011-06-01,0,0,81.1,0.0,0,1,0.17185929648241205
FI,3466,M,NA,2011,2,2011-06-28,0,0,81.1,0.0,1,2,0.16984924623115577
FI,3466,M,NA,2011,2,2011-03-08,1,1,58.3,0.06,1,3,0.1527638190954774
FI,3466,M,NA,2010,1,2011-01-24,0,0,48.9,0.01,0,1,0.020100502512562814
FI,3466,M,NA,2011,3,2011-09-06,0,0,82.8,0.31,0,1,0.1185929648241206
FI,3466,M,NA,2011,2,2011-05-24,0,0,69.6,0.02,0,1,0.13366834170854272
FI,3466,M,NA,2011,2,2011-06-07,0,0,81.1,0.0,0,1,0.12562814070351758
FI,3466,M,NA,2011,2,2011-04-26,0,0,64.6,0.0,0,1,0.1487437185929648
FI,3466,M,NA,2011,3,2011-09-23,0,0,82.8,0.31,0,1,0.12160804020100502
FI,3466,M,NA,2011,3,2011-08-02,0,0,89.1,0.6,0,2,0.16080402010050251
FI,3466,M,NA,2010,1,2011-01-12,0,0,48.9,0.01,0,1,0.11758793969849246
FI,3466,M,NA,2011,2,2011-06-10,0,0,81.1,0.0,0,1,0.11658291457286432
FI,3466,M,NA,2010,1,2011-02-26,0,0,48.9,0.32,0,1,0.03919597989949749
FI,3466,M,NA,2011,3,2011-08-19,0,0,89.1,0.6,0,2,0.10854271356783919
FI,3466,M,NA,2011,2,2011-06-14,0,0,81.1,0.0,0,2,0.1487437185929648
FI,3466,M,NA,2011,2,2011-05-06,1,1,69.6,0.02,1,1,0.14974874371859295
FI,3466,M,NA,2011,2,2011-05-19,0,0,69.6,0.02,0,1,0.16381909547738693
FI,3466,M,NA,2011,3,2011-08-23,0,0,89.1,0.6,0,1,0.24723618090452262
FI,3466,M,NA,2010,1,2011-02-04,0,0,48.9,0.32,0,1,0.01407035175879397
FI,3466,M,NA,2011,3,2011-09-27,0,0,82.8,0.31,0,1,0.13668341708542714
FI,3466,M,NA,2011,2,2011-05-10,0,0,69.6,0.02,0,1,0.1798994974874372
FI,3466,M,NA,2011,3,2011-08-11,1,1,89.1,0.6,1,1,0.1829145728643216
FI,3466,M,NA,2008,3,2008-07-14,1,1,90.3,0.15,1,1,0.08596918085969181
FI,3466,M,NA,2011,3,2011-08-09,0,0,89.1,0.6,0,1,0.13266331658291458
FI,3466,M,NA,2011,2,2011-06-17,0,0,81.1,0.0,1,2,0.12361809045226131
FI,3466,M,NA,2011,3,2011-08-26,0,0,89.1,0.6,0,2,0.09346733668341708
FI,3466,M,NA,2011,3,2011-09-20,0,0,82.8,0.31,0,1,0.1708542713567839
FI,3465,F,NA,2011,2,2011-03-04,0,0,58.3,0.06,0,3,0.16180904522613065
FI,3465,F,NA,2011,2,2011-05-31,0,0,69.6,0.02,0,2,0.17788944723618091
FI,3465,F,NA,2011,3,2011-09-16,1,1,82.8,0.31,1,2,0.08442211055276382
FI,3465,F,NA,2011,3,2011-08-01,0,0,89.1,0.6,0,3,0.23115577889447236
FI,3465,F,NA,2011,2,2011-04-16,0,0,64.6,0.0,0,2,0.08040201005025126
FI,3465,F,NA,2010,1,2011-01-15,0,0,48.9,0.01,0,3,0.053266331658291456
FI,3465,F,NA,2011,3,2011-08-18,0,0,89.1,0.6,2,3,0.18592964824120603
FI,3465,F,NA,2011,2,2011-04-05,0,0,64.6,0.0,0,2,0.16984924623115577
FI,3465,F,NA,2011,2,2011-03-25,0,0,58.3,0.06,0,2,0.12261306532663317
FI,3465,F,NA,2011,3,2011-09-22,0,0,82.8,0.31,0,2,0.1185929648241206
FI,3465,F,NA,2011,2,2011-06-13,0,0,81.1,0.0,0,1,0.16984924623115577
FI,3465,F,NA,2011,2,2011-06-24,0,0,81.1,0.0,0,1,0.12964824120603016
FI,3465,F,NA,2011,3,2011-08-22,0,0,89.1,0.6,0,3,0.20402010050251257
FI,3465,F,NA,2011,2,2011-04-01,0,0,64.6,0.0,0,2,0.16683417085427135
FI,3465,F,NA,2011,2,2011-05-09,0,0,69.6,0.02,0,2,0.21206030150753769
FI,3465,F,NA,2011,2,2011-03-08,0,0,58.3,0.06,0,3,0.1527638190954774
FI,3465,F,NA,2011,2,2011-06-03,0,0,81.1,0.0,0,1,0.2020100502512563
FI,3465,F,NA,2011,2,2011-06-30,0,0,81.1,0.0,0,1,0.17185929648241205
FI,3465,F,NA,2011,2,2011-03-22,0,0,58.3,0.06,0,2,0.1135678391959799
FI,3465,F,NA,2011,3,2011-08-08,0,0,89.1,0.6,0,3,0.14773869346733667
FI,3465,F,NA,2011,2,2011-04-28,0,0,64.6,0.0,0,1,0.15979899497487438
FI,3465,F,NA,2011,2,2011-03-18,0,0,58.3,0.06,0,2,0.1407035175879397
FI,3465,F,NA,2011,2,2011-06-20,0,0,81.1,0.0,0,1,0.21407035175879396
FI,3465,F,NA,2011,3,2011-08-25,0,0,89.1,0.6,0,3,0.20100502512562815
FI,3465,F,NA,2011,3,2011-09-12,0,0,82.8,0.31,0,2,0.1487437185929648
FI,3465,F,NA,2010,1,2011-01-31,0,0,48.9,0.01,0,3,0.04120603015075377
FI,3465,F,NA,2011,2,2011-03-28,0,0,58.3,0.06,0,2,0.17185929648241205
FI,3465,F,NA,2010,1,2011-02-24,0,0,48.9,0.32,1,3,0.07939698492462312
FI,3465,F,NA,2011,3,2011-08-29,0,0,89.1,0.6,0,3,0.21407035175879396
FI,3465,F,NA,2011,3,2011-09-08,1,1,82.8,0.31,1,3,0.19396984924623115
FI,3465,F,NA,2011,3,2011-09-29,1,1,82.8,0.31,1,2,0.16984924623115577
FI,3465,F,NA,2011,3,2011-08-04,0,0,89.1,0.6,0,3,0.1708542713567839
FI,3465,F,NA,2010,1,2011-02-15,0,0,48.9,0.32,0,3,0.018090452261306532
FI,3465,F,NA,2011,2,2011-06-14,0,0,81.1,0.0,0,1,0.1487437185929648
FI,3465,F,NA,2011,2,2011-03-11,0,0,58.3,0.06,0,3,0.11959798994974874
FI,3465,F,NA,2011,2,2011-05-19,0,0,69.6,0.02,0,1,0.16381909547738693
FI,3465,F,NA,2011,2,2011-06-27,0,0,81.1,0.0,0,1,0.16884422110552763
FI,3465,F,NA,2011,2,2011-04-12,0,0,64.6,0.0,0,2,0.17788944723618091
FI,3465,F,NA,2011,3,2011-09-05,0,0,82.8,0.31,1,3,0.14472361809045226
FI,3465,F,NA,2011,3,2011-08-11,0,0,89.1,0.6,0,3,0.1829145728643216
FI,3465,F,NA,2011,3,2011-09-26,1,1,82.8,0.31,1,2,0.15477386934673368
FI,3465,F,NA,2011,2,2011-06-06,0,0,81.1,0.0,0,1,0.15678391959798996
FI,3465,F,NA,2011,3,2011-09-01,0,0,82.8,0.31,0,3,0.19597989949748743
FI,3465,F,NA,2011,3,2011-08-15,0,0,89.1,0.6,0,3,0.2221105527638191
FI,3105,F,NA,2005,2,2005-05-31,0,0,74.8,0.0,0,1,0.04633204633204633
FI,3392,M,NA,2011,2,2011-06-21,0,0,81.1,0.0,0,4,0.11155778894472362
FI,3392,M,NA,2011,2,2011-06-01,0,0,81.1,0.0,0,1,0.17185929648241205
FI,3392,M,NA,2011,3,2011-08-30,0,0,89.1,0.6,1,4,0.13869346733668342
FI,3392,M,NA,2011,2,2011-03-29,0,0,58.3,0.06,0,4,0.15879396984924624
FI,3392,M,NA,2011,3,2011-09-16,0,0,82.8,0.31,0,4,0.08442211055276382
FI,3392,M,NA,2011,3,2011-09-09,0,0,82.8,0.31,0,4,0.08844221105527639
FI,3392,M,NA,2011,2,2011-03-25,0,0,58.3,0.06,0,4,0.12261306532663317
FI,3392,M,NA,2011,3,2011-08-05,0,0,89.1,0.6,0,4,0.08341708542713568
FI,3392,M,NA,2011,3,2011-08-16,1,1,89.1,0.6,1,4,0.17688442211055277
FI,3392,M,NA,2011,2,2011-06-24,0,0,81.1,0.0,0,4,0.12964824120603016
FI,3392,M,NA,2011,3,2011-09-30,0,0,82.8,0.31,0,1,0.12361809045226131
FI,3392,M,NA,2011,2,2011-04-15,0,0,64.6,0.0,0,2,0.13768844221105528
FI,3392,M,NA,2011,2,2011-06-28,0,0,81.1,0.0,0,4,0.16984924623115577
FI,3392,M,NA,2011,2,2011-05-20,0,0,69.6,0.02,0,4,0.12964824120603016
FI,3392,M,NA,2011,3,2011-09-06,0,0,82.8,0.31,0,1,0.1185929648241206
FI,3392,M,NA,2010,1,2011-01-20,0,0,48.9,0.01,1,4,0.027135678391959798
FI,3392,M,NA,2011,2,2011-06-07,0,0,81.1,0.0,0,4,0.12562814070351758
FI,3392,M,NA,2011,3,2011-08-12,0,0,89.1,0.6,1,1,0.10150753768844221
FI,3392,M,NA,2011,2,2011-04-26,0,0,64.6,0.0,0,2,0.1487437185929648
FI,3392,M,NA,2011,3,2011-09-02,0,0,82.8,0.31,1,4,0.10954773869346733
FI,3392,M,NA,2011,3,2011-09-23,0,0,82.8,0.31,0,1,0.12160804020100502
FI,3392,M,NA,2011,3,2011-08-02,0,0,89.1,0.6,0,4,0.16080402010050251
FI,3392,M,NA,2011,2,2011-05-24,0,0,69.6,0.02,0,4,0.13366834170854272
FI,3392,M,NA,2010,1,2011-01-12,0,0,48.9,0.01,1,4,0.11758793969849246
FI,3392,M,NA,2010,1,2011-02-03,0,0,48.9,0.32,1,4,0.07236180904522613
FI,3392,M,NA,2011,2,2011-06-10,0,0,81.1,0.0,0,4,0.11658291457286432
FI,3392,M,NA,2010,1,2011-02-26,0,0,48.9,0.32,1,4,0.03919597989949749
FI,3392,M,NA,2011,3,2011-08-19,0,0,89.1,0.6,0,1,0.10854271356783919
FI,3392,M,NA,2011,2,2011-05-17,0,0,69.6,0.02,0,4,0.2
FI,3392,M,NA,2011,2,2011-06-14,0,0,81.1,0.0,0,4,0.1487437185929648
FI,3392,M,NA,2011,2,2011-05-06,0,0,69.6,0.02,0,1,0.14974874371859295
FI,3392,M,NA,2011,3,2011-08-23,1,1,89.1,0.6,2,4,0.24723618090452262
FI,3392,M,NA,2011,3,2011-09-27,0,0,82.8,0.31,0,1,0.13668341708542714
FI,3392,M,NA,2011,2,2011-06-04,0,0,81.1,0.0,0,4,0.08542713567839195
FI,3392,M,NA,2011,3,2011-08-09,0,0,89.1,0.6,0,1,0.13266331658291458
FI,3392,M,NA,2011,2,2011-06-17,0,0,81.1,0.0,0,4,0.12361809045226131
FI,3392,M,NA,2011,2,2011-05-27,0,0,69.6,0.02,0,4,0.15175879396984926
FI,3392,M,NA,2011,3,2011-08-26,1,1,89.1,0.6,2,4,0.09346733668341708
FI,4174,F,E,2012,1,2012-11-27,0,0,59.2,0.03,0,3,0.04457652303120357
FI,4174,F,E,2010,1,2011-02-06,0,0,48.9,0.32,0,1,0.018090452261306532
FI,4174,F,E,2013,2,2013-05-06,0,0,75.7,0.01,1,2,0.2512315270935961
FI,4174,F,E,2012,3,2012-10-23,1,1,70.7,0.0,1,1,0.04309063893016345
FI,4174,F,E,2011,3,2011-09-22,0,0,82.8,0.31,0,3,0.1185929648241206
FI,4174,F,E,2010,1,2011-01-19,0,0,48.9,0.01,0,1,0.04120603015075377
FI,4174,F,E,2012,1,2012-11-14,0,0,59.2,0.03,0,3,0.04309063893016345
FI,4174,F,E,2011,2,2011-04-25,0,0,64.6,0.0,0,4,0.18391959798994975
FI,4174,F,E,2011,3,2011-09-15,0,0,82.8,0.31,0,2,0.12462311557788945
FI,4174,F,E,2011,2,2011-03-02,0,0,58.3,0.06,0,1,0.17889447236180905
FI,4174,F,E,2013,2,2013-04-24,0,0,69.6,0.0,0,2,0.07881773399014778
FI,4174,F,E,2011,3,2011-08-01,0,0,89.1,0.6,0,2,0.23115577889447236
FI,4174,F,E,2012,3,2012-09-12,0,0,84.4,0.0,0,1,0.0787518573551263
FI,4174,F,E,2011,2,2011-06-09,0,0,81.1,0.0,0,4,0.16381909547738693
FI,4174,F,E,2013,3,2013-10-22,0,0,65.3,0.01,0,1,0.1724137931034483
FI,4174,F,E,2011,3,2011-08-11,0,0,89.1,0.6,0,2,0.1829145728643216
FI,4174,F,E,2011,3,2011-08-18,0,0,89.1,0.6,0,2,0.18592964824120603
FI,4174,F,E,2012,3,2012-08-27,1,1,91.0,0.23,2,2,0.03714710252600297
FI,4174,F,E,2011,2,2011-03-14,0,0,58.3,0.06,0,1,0.15175879396984926
FI,4174,F,E,2011,2,2011-05-05,0,0,69.6,0.02,0,4,0.2442211055276382
FI,4174,F,E,2010,1,2011-02-27,0,0,48.9,0.32,0,1,0.027135678391959798
FI,4174,F,E,2011,2,2011-05-16,0,0,69.6,0.02,0,4,0.19095477386934673
FI,4174,F,E,2011,3,2011-08-22,0,0,89.1,0.6,0,2,0.20402010050251257
FI,4174,F,E,2011,2,2011-03-10,0,0,58.3,0.06,0,1,0.11658291457286432
FI,4174,F,E,2011,2,2011-04-18,0,0,64.6,0.0,0,4,0.16683417085427135
FI,4174,F,E,2011,2,2011-05-27,0,0,69.6,0.02,0,4,0.15175879396984926
FI,4174,F,E,2012,2,2012-04-04,0,0,66.9,0.18,0,3,0.09806835066864784
FI,4174,F,E,2012,3,2012-09-26,0,0,84.4,0.0,1,2,0.04606240713224369
FI,4174,F,E,2011,2,2011-06-03,0,0,81.1,0.0,0,4,0.2020100502512563
FI,4174,F,E,2011,2,2011-06-30,0,0,81.1,0.0,0,2,0.17185929648241205
FI,4174,F,E,2011,2,2011-06-23,0,0,81.1,0.0,0,2,0.1678391959798995
FI,4174,F,E,2011,2,2011-06-16,0,0,81.1,0.0,0,2,0.15376884422110554
FI,4174,F,E,2011,2,2011-05-24,0,0,69.6,0.02,0,4,0.13366834170854272
FI,4174,F,E,2011,2,2011-04-28,0,0,64.6,0.0,0,4,0.15979899497487438
FI,4174,F,E,2011,2,2011-03-07,0,0,58.3,0.06,0,1,0.1457286432160804
FI,4174,F,E,2012,3,2012-10-10,0,0,70.7,0.0,0,2,0.0475482912332838
FI,4174,F,E,2011,2,2011-06-20,0,0,81.1,0.0,0,2,0.21407035175879396
FI,4174,F,E,2013,3,2013-10-29,0,0,65.3,0.01,0,1,0.14285714285714285
FI,4174,F,E,2012,3,2012-09-18,1,1,84.4,0.0,1,1,0.05646359583952452
FI,4174,F,E,2011,3,2011-08-25,0,0,89.1,0.6,0,2,0.20100502512562815
FI,4174,F,E,2012,1,2013-02-27,0,0,51.1,0.02,0,2,0.2561576354679803
FI,4174,F,E,2011,3,2011-09-12,0,0,82.8,0.31,0,2,0.1487437185929648
FI,4174,F,E,2012,3,2012-08-01,0,0,91.0,0.23,1,2,0.03417533432392273
FI,4174,F,E,2013,3,2013-07-17,0,0,92.1,0.27,1,2,0.09359605911330049
FI,4174,F,E,2013,1,2014-01-07,0,0,53.2,0.0,0,1,0.29523809523809524
FI,4174,F,E,2011,3,2011-08-29,0,0,89.1,0.6,0,2,0.21407035175879396
FI,4174,F,E,2012,3,2012-07-26,0,0,87.4,0.25,1,2,0.04309063893016345
FI,4174,F,E,2011,3,2011-09-08,0,0,82.8,0.31,0,2,0.19396984924623115
FI,4174,F,E,2013,3,2013-08-20,0,0,86.7,1.12,1,2,0.15763546798029557
FI,4174,F,E,2011,3,2011-08-04,0,0,89.1,0.6,0,2,0.1708542713567839
FI,4174,F,E,2013,2,2013-04-02,0,0,69.6,0.0,0,2,0.1625615763546798
FI,4174,F,E,2013,1,2013-12-10,0,0,47.3,0.11,0,1,0.12807881773399016
FI,4174,F,E,2012,1,2012-12-12,0,0,48.4,0.44,0,3,0.04309063893016345
FI,4174,F,E,2012,1,2012-11-07,0,0,59.2,0.03,0,3,0.0475482912332838
FI,4174,F,E,2013,2,2013-05-29,0,0,75.7,0.01,0,2,0.1625615763546798
FI,4174,F,E,2010,1,2011-01-10,0,0,48.9,0.01,0,1,0.06834170854271357
FI,4174,F,E,2011,2,2011-05-19,0,0,69.6,0.02,0,4,0.16381909547738693
FI,4174,F,E,2012,1,2012-11-01,0,0,59.2,0.03,0,2,0.04457652303120357
FI,4174,F,E,2011,2,2011-06-27,0,0,81.1,0.0,0,1,0.16884422110552763
FI,4174,F,E,2012,3,2012-09-05,1,1,84.4,0.0,1,1,0.07578008915304606
FI,4174,F,E,2013,3,2013-10-11,0,0,65.3,0.01,0,3,0.15270935960591134
FI,4174,F,E,2012,1,2013-01-18,0,0,44.8,0.3,0,4,0.18719211822660098
FI,4174,F,E,2011,3,2011-09-05,0,0,82.8,0.31,0,2,0.14472361809045226
FI,4174,F,E,2013,3,2013-09-30,0,0,80.8,0.59,0,2,0.19704433497536947
FI,4174,F,E,2013,3,2013-07-29,0,0,92.1,0.27,1,2,0.15763546798029557
FI,4174,F,E,2011,2,2011-05-12,0,0,69.6,0.02,0,4,0.16080402010050251
FI,4174,F,E,2011,2,2011-04-21,0,0,64.6,0.0,0,4,0.23618090452261306
FI,4174,F,E,2011,2,2011-06-06,0,0,81.1,0.0,0,4,0.15678391959798996
FI,4174,F,E,2013,3,2013-07-08,0,0,92.1,0.27,1,2,0.2315270935960591
FI,4174,F,E,2011,3,2011-09-01,0,0,82.8,0.31,0,2,0.19597989949748743
FI,4174,F,E,2011,2,2011-05-14,0,0,69.6,0.02,0,4,0.06733668341708543
FI,4174,F,E,2011,2,2011-05-02,0,0,69.6,0.02,0,4,0.16683417085427135
FI,4174,F,E,2011,3,2011-08-15,0,0,89.1,0.6,0,2,0.2221105527638191
FI,4174,F,E,2013,3,2013-08-08,0,0,86.7,1.12,1,2,0.10837438423645321
FI,4174,F,E,2011,3,2011-08-08,0,0,89.1,0.6,0,2,0.14773869346733667
FI,4174,F,E,2013,1,2013-11-18,0,0,56.5,1.76,0,1,0.059113300492610835
FI,4176,M,E,2011,2,2011-03-04,0,0,58.3,0.06,0,4,0.16180904522613065
FI,4176,M,E,2011,2,2011-05-31,0,0,69.6,0.02,0,5,0.17788944723618091
FI,4176,M,E,2012,1,2012-11-08,0,0,59.2,0.03,0,1,0.03566121842496285
FI,4176,M,E,2011,2,2011-04-25,0,0,64.6,0.0,0,1,0.18391959798994975
FI,4176,M,E,2013,3,2013-10-16,0,0,65.3,0.01,0,1,0.1477832512315271
FI,4176,M,E,2011,3,2011-08-01,0,0,89.1,0.6,0,1,0.23115577889447236
FI,4176,M,E,2011,2,2011-06-09,0,0,81.1,0.0,0,1,0.16381909547738693
FI,4176,M,E,2011,2,2011-06-30,0,0,81.1,0.0,0,1,0.17185929648241205
FI,4176,M,E,2010,1,2011-01-15,0,0,48.9,0.01,0,4,0.053266331658291456
FI,4176,M,E,2011,3,2011-08-18,0,0,89.1,0.6,0,5,0.18592964824120603
FI,4176,M,E,2011,3,2011-08-11,0,0,89.1,0.6,1,5,0.1829145728643216
FI,4176,M,E,2011,2,2011-05-05,0,0,69.6,0.02,1,6,0.2442211055276382
FI,4176,M,E,2013,3,2013-09-16,0,0,80.8,0.59,0,1,0.18719211822660098
FI,4176,M,E,2010,1,2011-02-14,0,0,48.9,0.32,0,4,0.034170854271356785
FI,4176,M,E,2011,2,2011-06-24,0,0,81.1,0.0,0,1,0.12964824120603016
FI,4176,M,E,2011,2,2011-05-16,0,0,69.6,0.02,0,2,0.19095477386934673
FI,4176,M,E,2011,3,2011-08-22,0,0,89.1,0.6,0,2,0.20402010050251257
FI,4176,M,E,2013,3,2013-07-22,0,0,92.1,0.27,0,1,0.18226600985221675
FI,4176,M,E,2010,1,2011-01-27,0,0,48.9,0.01,0,4,0.036180904522613064
FI,4176,M,E,2011,2,2011-05-09,0,0,69.6,0.02,0,1,0.21206030150753769
FI,4176,M,E,2011,3,2011-09-29,0,0,82.8,0.31,0,4,0.16984924623115577
FI,4176,M,E,2011,3,2011-08-08,0,0,89.1,0.6,1,6,0.14773869346733667
FI,4176,M,E,2011,3,2011-09-26,0,0,82.8,0.31,0,4,0.15477386934673368
FI,4176,M,E,2012,1,2012-12-17,0,0,48.4,0.44,0,1,0.0475482912332838
FI,4176,M,E,2011,2,2011-06-03,0,0,81.1,0.0,0,1,0.2020100502512563
FI,4176,M,E,2012,1,2013-01-17,0,0,44.8,0.3,0,1,0.15763546798029557
FI,4176,M,E,2013,1,2013-12-17,0,0,47.3,0.11,0,1,0.18719211822660098
FI,4176,M,E,2012,1,2012-11-30,0,0,59.2,0.03,0,1,0.0475482912332838
FI,4176,M,E,2011,2,2011-04-11,0,0,64.6,0.0,0,6,0.14673366834170853
FI,4176,M,E,2013,3,2013-07-09,0,0,92.1,0.27,0,1,0.06896551724137931
FI,4176,M,E,2011,2,2011-04-28,0,0,64.6,0.0,0,1,0.15979899497487438
FI,4176,M,E,2011,2,2011-03-18,0,0,58.3,0.06,1,1,0.1407035175879397
FI,4176,M,E,2011,2,2011-03-07,1,1,58.3,0.06,1,1,0.1457286432160804
FI,4176,M,E,2013,2,2013-06-13,0,0,87.3,0.0,0,1,0.2413793103448276
FI,4176,M,E,2011,2,2011-04-08,1,1,64.6,0.0,1,1,0.1407035175879397
FI,4176,M,E,2013,3,2013-08-14,0,0,86.7,1.12,0,1,0.09359605911330049
FI,4176,M,E,2011,3,2011-08-25,0,0,89.1,0.6,0,1,0.20100502512562815
FI,4176,M,E,2012,1,2012-11-15,0,0,59.2,0.03,0,1,0.04011887072808321
FI,4176,M,E,2011,3,2011-09-12,0,0,82.8,0.31,0,4,0.1487437185929648
